objectid,bevoegd_gezag_nummer,brinnummer,vestigingsnummer,vestigingsnaam,denominatie,soort_primair_onderwijs,cluster,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_1tm6,lftd_7tm9,lftd_10tm12,lftd_13tm15,lftd_16tm20,lftd_21tm27
723,41775,20RK,20RK00,Openluchtschool Rotterdam,Openbaar,SO,3,Olijflaan,4 -6,3053WK,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.openluchtschoolrotterdam.nl,92619,441688,pc6,,85,18.5,36,29,1.5,0,0
724,41775,20RL,20RL00,De Archipel,Openbaar,SO,4,Jan Ligthartstraat,10,3083AM,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.archipelrotterdam.nl,93774,433401,pc6hnrgeentoev,,123,29,49,45,0,0,0
725,42504,00SI,00SI00,OZC Orion,Openbaar,SO,4,Wassenaarseweg,499,2333AL,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.ozc-orion.nl,92236,465038,pc6hnrgeentoev,,56,31.25,6.5,17.5,0.75,0,0
726,42504,19OV,19OV00,De Brug,Openbaar,SO,4,Wassenaarseweg,499,2333AL,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.pidebrug.nl,92236,465038,pc6hnrgeentoev,,83,11.25,29,41.25,1.5,0,0
727,42573,02YJ,02YJ00,Maurice Maeterlinckschool,Algemeen bijzonder,SO,3,Buitenhofdreef,10,2625XR,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.mmschool.nl,83324,445955,pc6hnrgeentoev,,129,24.25,33.5,38.75,19.75,12.75,0
728,54679,08XZ,08XZ00,Effatha Christelijke Sch voor Speciaal Onderwijs,Protestants-Christelijk,SO,2,Zalkerbos,336,2716KS,ZOETERMEER,637,ZOETERMEER,Zuid-Holland,GGD Zuid-Holland-West,www.effathaguyot.nl,92045,452795,pc6,,49,14,23,12,0,0,0
729,54679,14TV,14TV00,Effatha Christelijke School voor Speciaal Onderwijs aan Dove Kinderen,Protestants-Christelijk,SO,2,Zalkerbos,336,2716KS,ZOETERMEER,637,ZOETERMEER,Zuid-Holland,GGD Zuid-Holland-West,www.effathaguyot.nl,92045,452795,pc6,,31,10,9.75,11.25,0,0,0
730,62077,00AW,00AW00,Bergse Veld School voor Speciaal Onderwijs en In Ontwikkeling Bedreigde Kleuters,Protestants-Christelijk,SO,4,Mozartlaan,150,3055KM,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,94969,441427,pc6hnrgeentoev,,103,3.25,32.5,67.25,0,0,0
731,62077,00AW,00AW02,Bergse Veld School voor Speciaal Onderwijs en In Ontwikkeling Bedreigde Kleuters,Protestants-Christelijk,SO,4,Mozartlaan,150,3055KM,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,94969,441427,pc6hnrgeentoev,,23,0.25,8.75,14,0,0,0
732,62077,01AI,01AI00,Mw Dr CP Gelinksch,Algemeen bijzonder,SO,4,Noordweg,14,3233AV,OOSTVOORNE,614,WESTVOORNE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.horizon-jeugdzorg.nl,66736,437470,pc6hnrgeentoev,,205,47,70,86.5,1.5,0,0
733,62077,01AI,01AI01,Mw Dr CP Gelinksch,Algemeen bijzonder,SO,4,Gouwestraat,13,3207BH,SPIJKENISSE,612,SPIJKENISSE,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,83473,429041,pc6hnrgeentoev,,107,13.25,47.5,46.25,0,0,0
734,62077,01AI,01AI02,Mw Dr CP Gelinksch,Algemeen bijzonder,SO,4,Vliet,1,3224HE,HELLEVOETSLUIS,530,HELLEVOETSLUIS,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,69616,427809,pc6hnrgeentoev,,19,19,0,0,0,0,0
735,62077,01AI,01AI03,Mw Dr CP Gelinksch,Algemeen bijzonder,SO,4,Kamerlingh Onnesstraat,100,3132RS,VLAARDINGEN,622,VLAARDINGEN,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,81133,436928,pc6hnrgeentoev,,10,9.25,0.75,0,0,0,0
736,62077,01AI,01AI04,Mw Dr CP Gelinckschool,Algemeen bijzonder,SO,4,Prinses Beatrixlaan,18,3121JN,SCHIEDAM,606,SCHIEDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,85649,438172,pc6,,126,13.75,46,65.5,0.75,0,0
737,62077,04AD,04AD00,Instituut Mr Schats,Algemeen bijzonder,SO,4,Van Enckevoirtlaan,129,3052KR,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,92129,440334,pc6hnrgeentoev,,182,20.5,67.25,94.25,0,0,0
738,70176,02GB,02GB00,De Voorde,Protestants-Christelijk,SO,2,Bazuinlaan,2,2287EE,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.scoh.nl/voorde,81763,449965,pc6hnrgeentoev,,146,32.75,71.5,41.75,0,0,0
739,70176,02GB,02GB01,De Voorde,Protestants-Christelijk,SO,2,Bokkenweide,1 -3,2727GN,ZOETERMEER,637,ZOETERMEER,Zuid-Holland,GGD Zuid-Holland-West,www.scoh.nl/voorde,94827,454121,pc6hnr,,96,34.25,32.25,29.5,0,0,0
740,41414,00ZF,00ZF00,De Atlas,Algemeen bijzonder,VSO,4,Vivaldilaan,46,9402VE,ASSEN,106,ASSEN,Drenthe,GGD Drenthe,www.renn4.nl,233863,558809,pc6hnrgeentoev,,79,0,0,8.5,53,17.5,0
741,41414,00ZF,00ZF01,De Atlas,Algemeen bijzonder,VSO,4,Houtweg,400,7823PS,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,                                                                                ,259818,535048,pc6hnrgeentoev,,88,0,0,6.25,51.75,30,0
742,41414,00ZF,00ZF11,De Atlas,Algemeen bijzonder,VSO,4,Lomanlaan,123,7906HW,HOOGEVEEN,118,HOOGEVEEN,Drenthe,GGD Drenthe,                                                                                ,228991,525730,pc6hnrgeentoev,,52,0,0,7.25,28.75,16,0
743,41546,00RS,00RS00,Talryk,Algemeen bijzonder,VSO,3,Harddraversdijk,26,9201HJ,DRACHTEN,90,SMALLINGERLAND,Friesland,GGD Frysl‰n,www.talryk.nl,202924,570372,pc6hnrgeentoev,,201,0,0,24,82.5,94.5,0
744,95863,02YL,02YL03,Portalis,Algemeen bijzonder,VSO,4,Boerestreek,24,9211TV,KORTEHEMMEN,90,SMALLINGERLAND,Friesland,GGD Frysl‰n,                                                                                ,200911,565632,pc6hnrgeentoev,,41,0,0,4,21,16,0
745,20137,00AO,00AO00,Voortgezet Speciaal Onderwijs Zeer Moeilijk Opvoedbare Kinderen De Bolster,Protestants-Christelijk,VSO,4,Beelelaan,6,7383BH,VOORST GEM VOORST,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,207214,464338,pc6hnrgeentoev,,137,0,0,4.75,63,69.25,0
746,20137,00AO,00AO01,Voortgezet Speciaal Onderwijs Zeer Moeilijk Opvoedbare Kinderen De Bolster,Protestants-Christelijk,VSO,4,Gentiaanstraat,804,7322CZ,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,195445,471463,pc6hnrgeentoev,,37,0,0,2.75,8.5,25.75,0
747,21712,17JJ,17JJ00,Het Emaus College,Protestants-Christelijk,VSO,4,Groene Allee,46,3853JW,ERMELO,233,ERMELO,Gelderland,GGD Noord- en Oost-Gelderland,www.emauscollege.nl,169482,480592,pc6hnr,,204,0,0,5,69.75,129.25,0
748,36700,02EY,02EY00,"Hoenderloo College voor VSO-ZMOK, cluster IV met VMBO Trajecten",Algemeen bijzonder,VSO,4,Kampheuvellaan,60,7351DA,HOENDERLOO,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.hoenderloo-groep.nl,188969,459959,pc6hnrgeentoev,,283,0,1,34.75,117.5,122,7.75
749,36700,02EY,02EY05,"Hoenderloo College voor VSO-ZMOK, cluster IV met VMBO Trajecten",Algemeen bijzonder,VSO,4,Delenseweg,85,6877AE,DEELEN,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,189889,452881,pc6hnrgeentoev,,94,0,0.25,4.25,25.5,64,0
750,40367,16QL,16QL00,Kristallis Scholengroep,Protestants-Christelijk,VSO,4,Dromedarisstraat,1-a,6531NS,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.kristallis.nl,187061,426555,pc6hnrtoev,,455,0,0,46.25,224.25,183.75,0.75
751,40367,16QL,16QL01,De Hunnerberg / De Maasberg,Protestants-Christelijk,VSO,4,Berg en Dalseweg,287,6522CH,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,189590,427562,pc6hnrgeentoev,,61,0,0,0,2.5,52.5,6
752,40631,03AE,03AE00,Het Prisma,Rooms-Katholiek,VSO,3,Heijenoordseweg,5-A,6813GG,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,www.prisma-arnhem.nl,188576,444882,pc6hnrtoev,,83,0,0,4.75,26.25,52,0
753,40631,03RM,03RM00,Het Prisma  (VSO-MG),Algemeen bijzonder,VSO,3,Heijenoordseweg,5-A,6813GG,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,www.mariendael.nl,188576,444882,pc6hnrtoev,,107,0,0,6.5,56.75,43.75,0
754,40631,03RM,03RM01,Scholengemeenschap Mari‘ndael (VSO-MG),Algemeen bijzonder,VSO,3,De Voorwaarts,61,7325AA,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,197699,468890,pc6hnrgeentoev,,4,0,0,0.5,3.5,0,0
755,40631,14PG,14PG00,Scholengemeenschap Mari‘ndael (VSO-LG),Algemeen bijzonder,VSO,3 en 4,Heijenoordseweg,9,6813GG,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,188550,445090,pc6hnrgeentoev,,326,0,0,28.5,141,156.5,0
756,41008,04YK,04YK00,Scholengemeenschap Harreveld (Locatie Prisma),Rooms-Katholiek,VSO,4,Kerkstraat,53,7135JJ,HARREVELD,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.aloysiusstichting.nl,232231,444089,pc6hnrgeentoev,,157,0,0,3.25,69.5,84.25,0
757,41331,01JR,01JR00,Voortgezet Speciaal Onderwijs School Werkenrode,Algemeen bijzonder,VSO,3,Nijmeegsebaan,9,6561KE,GROESBEEK,241,GROESBEEK,Gelderland,GGD Regio Nijmegen,www.onderwijscentrumzg.nl,190786,423180,pc6hnrgeentoev,,284,0,0,16.5,113,154.5,0
758,41635,02PQ,02PQ00,LSG-Rentray Onderwijs,Protestants-Christelijk,VSO,4,Mettrayweg,53,7211LC,EEFDE,262,LOCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.lsg-rentray.nl,211028,465283,pc6hnrgeentoev,,95,0,0,3,44.75,47.25,0
759,41635,02PQ,02PQ07,LSG Rentray De Click Rekken,Protestants-Christelijk,VSO,4,Panovenweg,14,7157BZ,REKKEN,1859,BERKELLAND,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,248553,459101,pc6hnrgeentoev,,51,0,0,3,16.25,30.75,1
760,41635,02PQ,02PQ13,LSG Rentray Jeugd & Gezin M&K Eefde,Protestants-Christelijk,VSO,4,Mettrayweg,53,7211LC,EEFDE,262,LOCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,211028,465283,pc6hnrgeentoev,,13,0,0,0,1,12,0
761,41635,02PQ,02PQ15,LSG Rentray Eefde Overig,Protestants-Christelijk,VSO,4,Mettrayweg,53,7211LC,EEFDE,262,LOCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,211028,465283,pc6hnrgeentoev,,4,0,0,0,0.25,3.75,0
762,41635,02PQ,02PQ16,LSG Rentray M&K Eefde Overig,Protestants-Christelijk,VSO,4,Mettrayweg,53,7211LC,EEFDE,262,LOCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,211028,465283,pc6hnrgeentoev,,1,0,0,0,1,0,0
763,54679,03JT,03JT00,VSO De Marwindt,Rooms-Katholiek,VSO,2,Nijlpaardstraat,4,6531RR,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.viataal.nl,186469,426121,pc6hnrgeentoev,,96,0,0,6.25,59,30.75,0
764,54679,05VQ,05VQ00,School voor Voortgezet Speciaal Onderwijs De Stijgbeugel,Algemeen bijzonder,VSO,2,Hommelseweg,403,6821LK,ARNHEM,202,ARNHEM,Gelderland,Hulpverlening Gelderland-Midden,www.viataal.nl,191475,445153,pc6hnrgeentoev,,118,0,0,11.5,72.5,34,0
765,83189,01QH,01QH00,Scholengemeenschap Klein Borculo voor Zeer Moeilijk Opvoedbare Kinderen Vbo,Interconfessioneel,VSO,4,Schoollaan,3,7271NS,BORCULO,1859,BERKELLAND,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,231939,456819,pc6hnrgeentoev,,341,0,0,13.5,172.75,152.75,2
766,83189,01QH,01QH01,Scholengemeenschap Klein Borculo voor Zeer Moeilijk Opvoedbare Kinderen Vbo,Interconfessioneel,VSO,4,Slotlaan,35,7006HA,DOETINCHEM,222,DOETINCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,215070,441992,pc6hnrgeentoev,,284,0,0,42.5,188.75,52.75,0
767,98229,02YU,02YU00,VSO Zeer Moeilijk Opvoedbare Kinderen School De Sprengen,Algemeen bijzonder,VSO,4,Groteweg,5,8191JS,WAPENVELD,246,HEERDE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,200341,491843,pc6hnrgeentoev,,39,0,0,0.75,17.25,21,0
768,98229,02YU,02YU01,VSO Zeer Moeilijk Opvoedbare Kinderen School De Dreef,Algemeen bijzonder,VSO,4,Verlengde Ooyerhoekseweg,30,7207BJ,ZUTPHEN,301,ZUTPHEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,211930,459047,pc6hnrgeentoev,,69,0,0,0,4,48.75,16.25
769,41414,02YM,02YM00,van Heemskerck school,Algemeen bijzonder,VSO,4,Star Numanstraat,52,9714JS,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.renn4.nl,234601,583547,pc6hnrgeentoev,,59,0,0,4.25,41.5,13.25,0
770,41414,14OR,14OR00,Hart de Ruyterschool,Algemeen bijzonder,VSO,4,Metaallaan,255,9743BV,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.renn4.nl,231634,582358,pc6hnrgeentoev,,159,0,0,17,95.75,46.25,0
771,41414,19WF,19WF00,Erasmusschool,Openbaar,VSO,4,Van Heemskerckstraat,56,9726GM,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,                                                                                ,232361,581210,pc6hnrgeentoev,,55,0,0,0,35.75,19.25,0
772,54679,14UP,14UP00,Dr.J. de Graafschool,Algemeen bijzonder,VSO,2,Ina Boudierplantsoen,9,9721XB,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.degraafschool.nl,234301,578559,pc6hnrgeentoev,,175,0,0,37.75,85,52.25,0
773,54679,18CP,18CP00,Guyotschool VSO,Algemeen bijzonder,VSO,2,Rijksstraatweg,63,9752AC,HAREN GN,17,HAREN,Groningen,GGD Groningen,                                                                                ,235729,577651,pc6hnrgeentoev,,100,0,0,14,46,40,0
774,95863,02YL,02YL00,Portalis,Algemeen bijzonder,VSO,4,Hoogeweg,9,9746TN,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.hetpoortje.nu,231119,583942,pc6hnrgeentoev,,113,0,0,3,41.25,68.75,0
775,95863,02YL,02YL01,Veenpoort,Algemeen bijzonder,VSO,4,Hoogeweg,9,9746TN,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.hetpoortje.nu,231119,583942,pc6hnrgeentoev,,31,0,0,0,3.75,25.75,1.5
776,41008,22OB,22OB00,VSO De Ortolaan,Rooms-Katholiek,VSO,4,Graaf van Loonlaan,2,6093BV,HEYTHUYSEN,1640,LEUDAL,Limburg,GGD Limburg-Noord,www.aloysiusstichting.nl,190634,362160,pc6hnrgeentoev,,270,0,0,42.5,148.25,78.5,0.75
777,44813,22OG,22OG00,VSO De Velddijk,Algemeen bijzonder,VSO,4,Bergstraat,58,5931CE,TEGELEN,983,VENLO,Limburg,GGD Limburg-Noord,www.velddijk.nl,206781,372570,pc6hnrgeentoev,,340,0,0,25.75,164.75,149.5,0
778,41008,03TV,03TV00,De Korenaer School voor Voortgezet Speciaal Onderwijs,Rooms-Katholiek,VSO,4,Strausslaan,1,5653AJ,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.aloysiusstichting.nl,159967,382138,pc6hnrgeentoev,,298,0,0,35,169.75,93.25,0
779,41008,03TV,03TV03,De Korenaer,Rooms-Katholiek,VSO,4,Kloosterstraat,7,5844AP,STEVENSBEEK,1702,SINT ANTHONIS,Noord-Brabant,GGD Hart voor Brabant,www.aloysiusstichting.nl,191837,401393,pc6hnrgeentoev,,75,0,0,5.5,45.5,24,0
780,41008,03TV,03TV04,De Korenaer,Rooms-Katholiek,VSO,4,Meester de Jonghlaan,4-A,5753RR,DEURNE,762,DEURNE,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,183866,383088,pc6hnr,,67,0,0,0.25,21.75,45,0
781,41008,03TV,03TV08,De Korenaer School voor Voortgezet Speciaal Onderwijs,Rooms-Katholiek,VSO,4,Meester de Jonghlaan,4,5753RR,DEURNE,762,DEURNE,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,183889,383042,pc6hnrgeentoev,,34,0,0,0,13.25,20.75,0
782,41008,03TV,03TV11,De Korenaer School voor Voortgezet Speciaal Onderwijs,Rooms-Katholiek,VSO,4,St. Willibrordstraat,10,5701TA,HELMOND,794,HELMOND,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,173856,388446,pc6hnrgeentoev,,59,0,0,6.5,32.75,19.75,0
783,54679,17GW,17GW00,Instituut voor Doven School voor Voortgezet Speciaal Onderwijs,Rooms-Katholiek,VSO,2,Theerestraat,42,5271GD,SINT-MICHIELSGESTEL,845,SINT-MICHIELSGESTEL,Noord-Brabant,GGD Hart voor Brabant,www.compas.viataal.nl,152020,405884,pc6hnrgeentoev,,72,0,0,9.75,32.25,30,0
784,72905,05GS,05GS00,Ekkersbeek,Rooms-Katholiek,VSO,2,Toledolaan,5,5629CC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.ekkersbeek.dse.nl,159748,389096,pc6hnrgeentoev,,314,0,0,30.25,189.25,94.5,0
785,73114,01UB,01UB00,VSO Parcours,Rooms-Katholiek,VSO,4,Generaal Smutslaan,9,5021XA,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.parcourstilburg.nl,133806,395157,pc6hnrgeentoev,,121,0,0,7.5,73.25,40.25,0
786,24922,07IQ,07IQ00,Altra College,Algemeen bijzonder,VSO,4,Konijnenstraat,7,1016SL,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.altracollege.nl,120579,487149,pc6hnrgeentoev,,68,0,0,1.25,31.5,35.25,0
787,24922,07IQ,07IQ01,Altra College JOC,Algemeen bijzonder,VSO,4,Transformatorweg,6,1014AK,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,119232,489643,pc6hnrgeentoev,,31,0,0,0,1.5,27,2.5
788,24922,07IQ,07IQ02,Altra College De Koppeling,Algemeen bijzonder,VSO,4,Tafelbergweg,8,1105BN,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,124992,478322,pc6hnrgeentoev,,5,0,0,0,0.5,4.5,0
789,24922,07IQ,07IQ05,Altra College Bascule AMC,Algemeen bijzonder,VSO,4,Tafelbergweg,23,1105BC,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,125437,478076,pc6hnrgeentoev,,69,0,0,2.5,36.5,25.25,4.75
790,24922,07IQ,07IQ06,Altra College Bascule Konijnenstraat,Algemeen bijzonder,VSO,4,Konijnenstraat,9,1016SL,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,120587,487131,pc6hnrgeentoev,,12,0,0,0,4.25,7.75,0
791,24922,07IQ,07IQ07,Altra College Noord,Algemeen bijzonder,VSO,4,Purmerweg,116,1023BB,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,125100,489177,pc6hnrgeentoev,,59,0,0,6,35.75,17.25,0
792,24922,07IQ,07IQ09,Altra College Zuidoost 1,Algemeen bijzonder,VSO,4,Kortvoort,60,1104NB,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.altracollege.nl,126592,480936,pc6hnrgeentoev,,51,0,0,3.5,29.25,18.25,0
793,24922,07IQ,07IQ11,Altra College West,Algemeen bijzonder,VSO,4,Louis Couperusstraat,131,1064CE,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,116672,487706,pc6hnrgeentoev,,46,0,0,5.25,25.75,15,0
794,24922,07IQ,07IQ12,Altra College Waterland,Algemeen bijzonder,VSO,4,Koggenland,100,1447CP,PURMEREND,439,PURMEREND,Noord-Holland,GGD Zaanstreek/Waterland,                                                                                ,126353,500875,pc6hnrgeentoev,,71,0,0,4,43,24,0
795,24922,07IQ,07IQ13,Altra College/Haarlemmermeer,Algemeen bijzonder,VSO,4,Van den Berghlaan,130,2132AV,HOOFDDORP,394,HAARLEMMERMEER,Noord-Holland,GGD Kennemerland,                                                                                ,107994,480151,pc6hnrgeentoev,,59,0,0,3,33.5,22.5,0
796,24922,07IQ,07IQ15,Altra College/Extern,Algemeen bijzonder,VSO,4,Tafelbergweg,23,1105BC,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,125437,478076,pc6hnrgeentoev,,169,0,0,15.25,58.75,95,0
797,24922,07IQ,07IQ17,Altra College/Zaanstreek,Algemeen bijzonder,VSO,4,Jupiterstraat,143,1562WP,KROMMENIE,479,ZAANSTAD,Noord-Holland,GGD Zaanstreek/Waterland,                                                                                ,112048,501494,pc6hnrgeentoev,,96,0,0,10.75,53.75,31.5,0
798,24922,07IQ,07IQ20,Altra College,Algemeen bijzonder,VSO,4,Tafelbergweg,8,1105BN,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,124992,478322,pc6hnrgeentoev,,32,0,0,0.25,15.25,16.5,0
799,41008,18XY,18XY00,Het Molenduin School voor Speciaal Onderwijs en Voortgezet Onderwijs,Rooms-Katholiek,VSO,4,Dinkgrevelaan,32,2071BP,SANTPOORT-NOORD,453,VELSEN,Noord-Holland,GGD Kennemerland,www.aloysiusstichting.nl,103833,493854,pc6hnrgeentoev,,140,0,1,17.75,61.25,60,0
800,41438,10TS,10TS00,VSO Hendrik Mol,Openbaar,VSO,2,Hoep,28,1741MC,SCHAGEN,441,SCHAGEN,Noord-Holland,GGD Hollands-Noorden,www.hendrikmol.nl,116047,533475,pc6hnrgeentoev,,86,0,0,10,60.5,15.5,0
801,41479,20WQ,20WQ00,Alex Grah Bellschool,Openbaar,VSO,2,Zekeringstraat,45,1014BP,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.agbell.nl,118352,489916,pc6hnrgeentoev,,262,0,0,39,139.25,83.75,0
802,41479,21EJ,21EJ00,Openbare School voor VSO ZMOK De Wetering,Openbaar,VSO,4,Gaasterlandstraat,7,1079RH,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,121483,483340,pc6hnrgeentoev,,61,0,0,7.75,36.5,16.75,0
803,41479,21EN,21EN00,Kingmaschool VSO ZMLK,Openbaar,VSO,3 en 4,Beijerlandstraat,2,1025NN,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.kingmaschool.nl,123906,489499,pc6hnrgeentoev,,381,0,0,37.25,142,201.75,0
804,20137,00AO,00AO02,Voortgezet Speciaal Onderwijs Zeer Moeilijk Opvoedbare Kinderen De Bolster,Protestants-Christelijk,VSO,4,Diepenveenseweg,136,7413AV,DEVENTER,150,DEVENTER,Overijssel,GGD IJsselland,www.debolster.nl,207545,475290,pc6hnrgeentoev,,38,0,0,0.25,11.75,26,0
805,25859,05AP,05AP00,Het Maatman,Algemeen bijzonder,VSO,2,Min De Savornin Lohmanln,58,7522AR,ENSCHEDE,153,ENSCHEDE,Overijssel,GGD Regio Twente,www.hetmaatman.nl,257030,472516,pc6hnrgeentoev,,97,0,0,10.5,58.5,28,0
806,25859,23KF,23KF00,Openbare school voor VSO Zmok het Schip,Openbaar,VSO,4,Groot Bruninkstraat,9,7544RN,ENSCHEDE,153,ENSCHEDE,Overijssel,GGD Regio Twente,www.tschip.nl,257474,466995,pc6hnrgeentoev,,77,0,0,2.5,33.5,41,0
807,25859,23KF,23KF01,VSO ZMOK Het Schip,Openbaar,VSO,4,Carmelstraat,31,7572CS,OLDENZAAL,173,OLDENZAAL,Overijssel,GGD Regio Twente,                                                                                ,260016,481051,pc6hnrgeentoev,,23,0,0,3.5,12.25,7.25,0
